title,url,source,category,college,location,description,department,specialization,systemGroup
"Academic Scholar - Clinical Assistant or Associate Professor, Pathology and Anatomical Sciences Department Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60383,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar - Clinical Assistant or Associate Professor, Pathology and Anatomical Sciences Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60385,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,"Clinical Assistant or Associate Professor, Pathology and Anatomical Sciences Region: Western New York Open until filled","Clinical Assistant or Associate Professor, Pathology and Anatomical Sciences Region: Western New York Open until filled",New York Public
"Academic Scholar - Clinical Assistant or Associate Professor, Stroke Division, Department of Neurology Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60772,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar - Clinical Assistant Professor, Department of Pathology and Anatomical Sciences Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60386,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,"Clinical Assistant Professor, Department of Pathology and Anatomical Sciences Region: Western New York Open until filled","Clinical Assistant Professor, Department of Pathology and Anatomical Sciences Region: Western New York Open until filled",New York Public
"Academic Scholar - Clinical Assistant Professor, Family Medicine Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/59205,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,"Clinical Assistant Professor, Family Medicine Region: Western New York Open until filled","Clinical Assistant Professor, Family Medicine Region: Western New York Open until filled",New York Public
"Academic Scholar - Clinical Assistant, Associate, or Full Professor, Division of Gastroenterology and Nutrition Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60926,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar - Clinical Assistant, Clinical Associate, or Clinical Professor - Department of Anesthesiology Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60090,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar - Clinical Assistant/ Associate Professor HS, Department of Medicine and Department of Pediatrics Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60688,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
Academic Scholar - Clinical Assistant/Associate Professor - Department of Surgery Region: Western New York Open until filled,https://www.ubjobs.buffalo.edu/postings/60322,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,Clinical Assistant/Associate Professor — Department of Surgery Region: Western New York Open until filled,Clinical Assistant/Associate Professor — Department of Surgery Region: Western New York Open until filled,New York Public
Academic Scholar - Clinical Assistant/Associate Professor - Department of Surgery Region: Western New York Open until filled,https://www.ubjobs.buffalo.edu/postings/60086,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,Clinical Assistant/Associate Professor — Department of Surgery Region: Western New York Open until filled,Clinical Assistant/Associate Professor — Department of Surgery Region: Western New York Open until filled,New York Public
"Academic Scholar - Clinical Assistant/Associate Professor, Obstetrics & Gynecology Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60739,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,"Clinical Assistant/Associate Professor, Obstetrics & Gynecology Region: Western New York Open until filled","Clinical Assistant/Associate Professor, Obstetrics & Gynecology Region: Western New York Open until filled",New York Public
"Academic Scholar - Clinical Geneticist - Assistant, Associate or Full Professor, Division of Genetics Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/58544,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar - Pediatric Endocrinologist - Clinical Assistant, Associate, or Full Professor; Division of Endocrinology/Diabetes, Pediatrics Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60817,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar- Clinical Assistant/ Associate Professor, Division of General Internal Medicine Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60323,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar- Clinical Assistant/ Associate Professor, Division of Geriatrics & Palliative Medicine Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60886,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar, Clinical Assistant or Associate Professor, Division of Adolescent Medicine, Department of Pediatrics Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60321,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
"Academic Scholar, Clinical Assistant/Associate Professor, Division of Pulmonology and Sleep Medicine Region: Western New York Open until filled",https://www.ubjobs.buffalo.edu/postings/60319,NY,Faculty,University at Buffalo (SUNY),"University at Buffalo (SUNY), NY",,,,New York Public
Accounting - Assistant or Associate Professor,https://csucareers.calstate.edu/en-us/job/552198/accounting-assistant-or-associate-professor,CSU,Instructional Faculty – Tenured/Tenure-Track,California State University Channel Islands,"Channel Islands, CA",,Assistant or Associate Professor,Assistant or Associate Professor,California Public
"Accounting - Lecturer Part - time, Temporary Milgard School of Business",https://ap.washington.edu/ahr/position-details/?job_id=163699,WA,Faculty,University of Washington,"Seattle, WA",,Temporary Milgard School of Business,Temporary Milgard School of Business,Washington
Accounting (Assistant or Associate Professor) posted 01/20/26,https://www.southalabama.edu/departments/academicaffairs/resources/academicaffairspostings/4232-acc-asstorasscprof-appr121825.pdf,AL,Faculty,University of South Alabama,"Mobile, AL",,,,Alabama
Accounting Instructor - UCLA Extension,https://recruit.apo.ucla.edu/JPF10741,UC,Faculty,UCLA,"Los Angeles, CA",,UCLA Extension,UCLA Extension,California Public
Accounting Instructors for the Jake Jabs College of Business & Entrepreneurship Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/49973,MT,Faculty,Montana State University,"Bozeman, MT",,,,
ACE Advanced Studies Instructor (Continuous Recruitment) Region: Finger Lakes End Date: 8/31/26,http://genesee.interviewexchange.com/jobofferdetails.jsp?JOBID=190771,NY,Faculty,SUNY Genesee Community College,"SUNY Genesee Community College, NY",,,,New York Public
Acting Assistant Professor (“INT Junior Fellow”) Physics,https://ap.washington.edu/ahr/position-details/?job_id=172669,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
Acting Assistant Professor (IQu S Senior Researcher) – University of Washington Physics,https://ap.washington.edu/ahr/position-details/?job_id=172582,WA,Faculty,University of Washington,"Seattle, WA",,,,Washington
"Acting Assistant Professor | Psychiatrist or Psychologist, Mental Health and the Law -",https://ap.washington.edu/ahr/position-details/?job_id=159090,WA,Faculty,University of Washington,"Seattle, WA",,Mental Health and the Law,Mental Health and the Law,Washington
"Acting Assistant Professor | Psychiatrist, Acute Services -",https://ap.washington.edu/ahr/position-details/?job_id=159873,WA,Faculty,University of Washington,"Seattle, WA",,Acute Services,Acute Services,Washington
"Acting Assistant Professor | Psychiatrist, Neuromodulation -",https://ap.washington.edu/ahr/position-details/?job_id=159097,WA,Faculty,University of Washington,"Seattle, WA",,Neuromodulation,Neuromodulation,Washington
"Acting Assistant Professor | Psychologist, Autism Feeding Program -",https://ap.washington.edu/ahr/position-details/?job_id=161454,WA,Faculty,University of Washington,"Seattle, WA",,Autism Feeding Program,Autism Feeding Program,Washington
"Acting Assistant Professor, Clinical Assistant Professor, Clinical Associate Professor, or Clinical Professor | Psychologist, Center for Behavioral Health & Learning Psychiatry and Behavioral Sciences",https://ap.washington.edu/ahr/position-details/?job_id=158064,WA,Faculty,University of Washington,"Seattle, WA",,Center for Behavioral Health & Learning Psychiatry and Behavioral Sciences,Center for Behavioral Health & Learning Psychiatry and Behavioral Sciences,Washington
"Acting Instructor, Endourology and Minimally Invasive Surgery Fellowship (2027 - 2028) - Urology Urology",https://ap.washington.edu/ahr/position-details/?job_id=169841,WA,Faculty,University of Washington,"Seattle, WA",,Endourology and Minimally Invasive Surgery Fellowship (2027 - 2028) - Urology Urology,Endourology and Minimally Invasive Surgery Fellowship (2027 - 2028) - Urology Urology,Washington
Activity Class for Credit Non-Tenure Track Faculty (Applicant Pool),https://jobs.montana.edu/postings/49959,MT,Faculty,Montana State University,"Bozeman, MT",,,,
Acute Care Imaging Faculty FY2526,https://recruit.apo.ucla.edu/JPF10498,UC,Faculty,UCLA,"Los Angeles, CA",,,,California Public
Acute Care Pediatric Nurse Practitioner Program Director & Clinical Assistant Professor,https://uta.peopleadmin.com/postings/33377,TX,Faculty,University of Texas at Arlington,"Arlington, TX",,,,Texas
Adjunct Professor Position - Department of Anatomy,https://aprecruit.ucsf.edu/JPF05974,UC,Faculty,UC San Francisco,"San Francisco, CA",,Department of Anatomy,Department of Anatomy,California Public
Adjunct Professor Series Pool Ad - Open Ranks in the Department of Neurosurgery,https://recruit.apo.ucla.edu/JPF10494,UC,Faculty,UCLA,"Los Angeles, CA",,Open Ranks in the Department of Neurosurgery,Open Ranks in the Department of Neurosurgery,California Public
Adjunct Professor Series Pool Ad - Open Ranks in the Department of Surgery,https://recruit.apo.ucla.edu/JPF10461,UC,Faculty,UCLA,"Los Angeles, CA",,Open Ranks in the Department of Surgery,Open Ranks in the Department of Surgery,California Public
Adolescent Medicine Physician & Clinical Assistant/Associate/Full Professor,https://explore.jobs.ufl.edu/en-us/job/520515/adolescent-medicine-physician-clinical-assistantassociatefull-professor,FL,Faculty,University of Florida,"Gainesville, FL",,,,Florida
Adult Basic Education Instructor II (ADLC),https://moreheadstate.peopleadmin.com/postings/41671,KY,Faculty,Morehead State University,"Morehead, KY",,,,Kentucky
Adult Reconstruction Surgeon - Clinical Assistant/Associate/Full Professor,https://explore.jobs.ufl.edu/en-us/job/537090/adult-reconstruction-surgeon-clinical-assistantassociatefull-professor,FL,Faculty,University of Florida,"Gainesville, FL",,Clinical Assistant/Associate/Full Professor,Clinical Assistant/Associate/Full Professor,Florida
Adult-Gerontology Acute Care Program (Specialty) Director & Faculty Member,https://jobs.rutgers.edu/postings/268800,NJ,Faculty,"Rutgers, The State University of New Jersey","New Brunswick, NJ",,,,
Advance Endoscopy Faculty (175763),https://apply.interfolio.com/175763,NY,Faculty,University of Rochester,"Strong Memorial Hospital, NY","The Division of Gastroenterology and Hepatology in the Department of Medicine at the University of Rochester Medical Center is recruiting a new faculty member with interests in Advanced Endoscopy. Candidates with a special interest and/or expertise in General GI, IBD, motility, nutrition and women’s digestive health are also welcome to apply. The division is the region’s leading tertiary/quaternary level academic GI &amp; Hepatology practice with an excellent national reputation, including “high-performing” status granted by US News and World Report. &nbsp; The Division enjoys a large robust regional referral practice in gastroenterology subspecialities with investments in industry-leading endoscopic technology and excellent facilities, support and infrastructure. Candidates should have a strong commitment to patient care and teaching. Various clinical research opportunities are available through a well-staffed clinical trials section within the division.",,,New York Public
